id,user_prompt,better_prompt
164,Critique a piece of art.,"Provide a formal critique of a work of art of your choice. The critique must be structured and go beyond a simple opinion. It must include four distinct sections: 1. Description: Objectively describe the artwork as if to someone who cannot see it. What are the literal subjects, colors, and textures? 2. Analysis: How are the principles of design (e.g., balance, contrast, movement, emphasis) and the elements of art (e.g., line, shape, color, form) used by the artist? 3. Interpretation: What is the mood, theme, or message you believe the artist is trying to convey? What story is being told? 4. Judgment: Based on your analysis, form a concluding judgment on the artwork's success or significance. Is it effective? Why or why not?"
165,Design a user interface.,"Describe the user interface (UI) design for a single screen of a mobile application. First, state the application's purpose and the screen's primary function. Then, provide a structured description of the UI, including: 1. Layout & Hierarchy: Describe the overall grid structure and the visual hierarchy of elements. What is the most prominent element on the screen? 2. Component Breakdown: List and describe the key UI components used (e.g., buttons, input fields, navigation bars, cards) and their states (e.g., default, hover, disabled). 3. Color Palette: Specify a primary, secondary, and accent color, and explain the rationale for their use. 4. Typography: Define the font choices for headings and body text, including size and weight. 5. Spacing & Accessibility: Describe the approach to spacing (e.g., using an 8-point grid) and mention at least one consideration for accessibility (e.g., color contrast ratios)."
166,Write a legal clause explanation.,"Choose a common legal clause from a contract (e.g., 'Force Majeure', 'Indemnification', 'Confidentiality'). Provide an explanation of this clause for a non-lawyer. The explanation must be structured as follows: 1. Clause Name: The formal name of the clause. 2. 'In Simple English': A one-paragraph summary of what the clause means and what it aims to do, avoiding all legal jargon. 3. Key Obligations: A bulleted list of the primary responsibilities or restrictions the clause places on each party. 4. A Practical Scenario: A short, hypothetical story illustrating when this clause would be invoked and how it would work."
167,Create a lesson plan.,"Develop a detailed lesson plan for a 60-minute class on a specific topic. The plan must be structured for a teacher to follow and should include: 1. Learning Objectives: A list of 2-3 clear, measurable things students should be able to do by the end of the lesson. 2. Materials & Resources: A list of all required materials, handouts, or technology. 3. Lesson Activities (by time): A chronological breakdown of the lesson, including time allocations (e.g., 'Introduction/Hook' - 5 min, 'Direct Instruction' - 15 min, 'Guided Practice' - 20 min, 'Independent Practice' - 15 min, 'Wrap-up' - 5 min). 4. Assessment Method: A description of how student understanding of the learning objectives will be measured (e.g., an exit ticket, a short quiz, observation of their work)."
168,Draft a press release.,"Create a template for a professional press release. The template must follow the standard industry format and be easily adaptable. It must include: 1. Headline: A compelling, attention-grabbing title. 2. Dateline: [CITY, State] – [Date] –. 3. Introduction: The first paragraph must summarize the most important information (the 5 Ws). 4. Body Paragraphs: Provide further details, context, and at least one placeholder for a quote from a key person (e.g., the CEO). 5. Boilerplate: A section for the standard, brief description of the company. 6. Media Contact Information: Placeholders for name, title, email, and phone number. 7. ###: The standard symbol to indicate the end of the press release."
169,Write an executive summary.,"Provide a framework for writing a concise and impactful executive summary for a long report or business plan. The framework should guide the user to distill the most critical information. It must instruct the user to include the following four elements: 1. The Problem: A clear and concise statement of the problem or opportunity being addressed. 2. The Solution: A brief description of the proposed project, product, or initiative. 3. The Key Highlights: A bulleted list of 2-3 major findings, results, or key benefits. 4. The Recommendation/Ask: A concluding statement that clearly outlines the recommended course of action or the specific decision required."
170,Analyze a political speech.,"Provide a framework for analyzing the rhetorical strategies in a political speech. The analysis should be objective and focus on technique rather than political agreement. The framework must include an analysis of: 1. Rhetorical Appeals: Identify and provide examples of the speaker's use of Ethos (credibility), Pathos (emotion), and Logos (logic). 2. Rhetorical Devices: Identify and give examples of at least three specific devices used (e.g., anaphora, metaphor, antithesis). 3. Framing and Word Choice: Analyze how the speaker frames the issue and the deliberate choice of words to evoke a particular response. 4. Audience and Purpose: Describe the intended audience of the speech and the speaker's primary objective."
171,Plan a meal prep week.,"Create a template for a 5-day weekly meal plan focused on efficiency and healthy eating. The template should be structured to be practical for a busy individual. It must include: 1. The Shopping List: A categorized list of all necessary ingredients for the week. 2. The Prep Day Plan: A step-by-step guide for a 2-hour 'prep day' (e.g., on a Sunday) that involves batch cooking grains, chopping vegetables, and preparing proteins. 3. The Daily Meal Grid: A table with rows for 'Breakfast', 'Lunch', and 'Dinner' and columns for Monday through Friday. Each cell should contain a quick meal that can be assembled in under 15 minutes using the prepped components."
172,Debug a piece of code.,"Create a systematic, step-by-step process for debugging a piece of code that is not working as expected. This process should be a universal troubleshooting guide for any programming language. 1. Step 1: Reproduce the Bug: Consistently reproduce the error with the simplest possible input. 2. Step 2: Understand the Error Message: Analyze the error message itself for clues about the file, line number, and type of error. 3. Step 3: Isolate the Problem: Use techniques like commenting out code, using print statements, or a debugger to narrow down exactly where the code deviates from the expected behavior. 4. Step 4: Form a Hypothesis: Based on the evidence, form a specific hypothesis about the cause of the bug. 5. Step 5: Test and Verify: Make one change to test your hypothesis and verify if it fixes the bug. If not, undo the change and form a new hypothesis."
173,Write a eulogy.,"Provide a structured guide for writing a heartfelt and respectful eulogy. The guide should help the user navigate the emotional task by providing a clear framework. 1. Introduction: How to introduce yourself and your relationship to the deceased. 2. Capture Their Essence: Brainstorming prompts to help identify the person's key qualities, passions, and quirks. 3. The Anecdote: Instructions on how to choose and tell one or two short, positive personal stories that illustrate those qualities. 4. Acknowledge the Loss: A section on how to briefly and gracefully acknowledge the sadness of the occasion. 5. The Closing: How to end with a final, memorable thought, wish, or summary of the person's legacy."
174,Create a user journey map.,"Outline a template for creating a User Journey Map for a customer interacting with a product or service. The template must be structured as a table with the following columns (stages) and rows (lenses): 1. Stages (Columns): A chronological sequence of the user's actions (e.g., Discovery, Consideration, Purchase, Onboarding, Use). 2. Lenses (Rows): For each stage, the map must detail the following: a) Actions: What the user is doing. b) Thoughts & Feelings: What the user is thinking and feeling (e.g., 'confused', 'excited'). c) Pain Points: What problems or frustrations the user is encountering. d) Opportunities: What ideas for improvement can be identified at this stage."
175,Design a database schema.,"Provide a framework for designing a relational database schema for a given application. First, state the application's core purpose. Then, guide the user through the design process: 1. Identify Entities: List the main objects or concepts that need to be stored (e.g., Users, Products, Orders). 2. Define Attributes: For each entity, define the columns (attributes) that describe it, including their data types (e.g., VARCHAR, INT, DATETIME). 3. Establish Relationships: Define the relationships between entities (One-to-One, One-to-Many, Many-to-Many) and explain how they will be implemented using primary and foreign keys. 4. Normalization: Briefly explain the concept of normalization (up to 3NF) and how you would apply it to reduce data redundancy."
176,Write a film scene analysis.,"Provide a framework for a deep analysis of a single scene from a film. The analysis should focus on how cinematic techniques create meaning. The framework must examine: 1. Cinematography: Analyze the use of camera angles, shot distance, and camera movement to position the audience and create a specific feeling. 2. Mise-en-scène: Analyze the arrangement of everything within the frame, including lighting, costume, set design, and the positioning of actors. 3. Editing: Analyze the pacing of the cuts, the type of transitions used, and how the editing builds rhythm or tension. 4. Sound Design: Analyze the use of dialogue, sound effects, and music to contribute to the scene's mood and narrative."
177,Create a personal brand statement.,"Develop a three-part framework to help an individual create a concise and powerful personal brand statement. The framework should guide them to a statement that is authentic and memorable. 1. Part 1: Your 'What': Identify your core skill or expertise in one clear phrase. 2. Part 2: Your 'Who': Define the specific audience you serve or want to serve. 3. Part 3: Your 'How' (The Differentiator): Describe the unique approach, perspective, or result you bring to your audience. Instruct the user to combine these three parts into a single, compelling sentence."
178,Write API documentation.,"Create a template for documenting a single API endpoint. The template must be clear, concise, and provide all necessary information for a developer to use the endpoint effectively. It must include the following sections: 1. Endpoint Title & Method: The name of the endpoint and the HTTP method (e.g., GET, POST). 2. URL: The full URL path. 3. Description: A brief explanation of what the endpoint does. 4. Request Parameters: A table listing any path, query, or body parameters, including their name, data type, and whether they are required. 5. Example Request: A code snippet showing a complete, valid request. 6. Example Response: A code snippet showing the JSON response for a successful request, with comments explaining key fields."
179,Give me a gift guide.,"Create a template for a 'gift guide' article or blog post. The template should be structured to be genuinely helpful to a reader. 1. Define the Recipient Persona: Start by clearly defining the type of person the guide is for (e.g., 'The Tech-Savvy Dad', 'The Minimalist Friend'). 2. Categorize by Price Point: Structure the guide with subheadings for different budgets (e.g., 'Gifts Under $25', 'Gifts Under $100'). 3. The Gift Entry: For each gift idea, provide more than just the name. Include: a) A photo, b) A brief description of why it's a great gift for this specific persona, and c) A direct link to purchase. 4. Avoid Generic Ideas: Emphasize unique or thoughtful gift ideas over obvious ones."
180,Write a research paper abstract.,"Provide a structured framework for writing a concise and comprehensive abstract for an academic research paper. The abstract must contain four key components, presented in order: 1. Background/Motivation: A single sentence stating the context and the problem that prompted the research. 2. Methods: A brief summary of the methods and approach used to conduct the research. 3. Results: A clear statement of the most important findings and results. 4. Conclusion/Implications: A concluding sentence on the significance or implications of the findings."
181,Create a SWOT analysis.,"Provide a framework for conducting a SWOT analysis for a business or project. The framework must be a 2x2 grid. For each of the four quadrants, provide a clear definition and a series of guiding questions to help the user brainstorm effectively. 1. Strengths (Internal, Positive): e.g., 'What are our unique advantages?'. 2. Weaknesses (Internal, Negative): e.g., 'Where do we lack resources or expertise?'. 3. Opportunities (External, Positive): e.g., 'What market trends can we capitalize on?'. 4. Threats (External, Negative): e.g., 'What are our competitors doing that could harm us?'."
182,Write a case study.,"Create a template for a compelling business case study that showcases a customer's success. The template should follow a narrative structure. 1. The Customer: Introduce the customer and their business. 2. The Challenge: Clearly describe the specific problem or pain point the customer was facing before using your product/service. 3. The Solution: Describe how your product/service was implemented and used to address the challenge. 4. The Results: Showcase the specific, quantifiable outcomes and benefits the customer achieved. Use metrics and include a powerful quote from the customer. 5. The Conclusion: A brief summary of the story and a call-to-action."
183,Give me a writing exercise.,"Design a creative writing exercise to help a writer improve a specific skill. First, choose a skill to focus on (e.g., 'Show, Don't Tell', 'Writing Vivid Descriptions', 'Creating Tension'). Then, provide a 3-part exercise: 1. The Concept: A brief explanation of the writing skill. 2. The Prompt: A specific, constrained writing prompt that forces the writer to practice that skill. 3. The Reflection: A list of 2-3 questions for the writer to ask themselves after completing the exercise to evaluate their work."
184,Explain a historical theory.,"Choose a significant historical theory or model (e.g., Turner's Frontier Thesis, Marxist theory of history, Great Man Theory). Provide a structured explanation for a university student. 1. Theorist and Context: Who proposed the theory and what was the historical/intellectual context? 2. Core Argument: A clear and concise summary of the theory's central argument. 3. Supporting Evidence: Describe the type of evidence the theorist used to support their claims. 4. Major Criticisms: Outline the main arguments that have been made against the theory by other historians. 5. Legacy and Influence: Discuss the theory's lasting impact on the field of history."
185,Write a company policy.,"Create a template for a clear, fair, and easy-to-understand company policy on a specific topic (e.g., remote work, expense reimbursement). The template must be structured with the following sections: 1. Policy Title. 2. Purpose: A brief statement explaining why the policy exists. 3. Scope: Who the policy applies to. 4. Policy Details: A numbered or bulleted list of the specific rules and guidelines in clear, unambiguous language. 5. Roles and Responsibilities: A section defining the responsibilities of employees, managers, and any other relevant parties. 6. Related Procedures: Links to any step-by-step procedures or forms related to the policy."
186,Design a survey.,"Provide a framework for designing an effective survey to gather user feedback. The framework should guide the user to create questions that yield clear, actionable data. 1. Define the Goal: What is the single most important question you want to answer with this survey? 2. Question Types: Explain the difference between and appropriate use of different question types (e.g., Multiple Choice, Likert Scale, Open-Ended). 3. Drafting Principles: Provide a list of best practices for writing questions, such as 'Avoid leading questions', 'Ask one thing at a time', and 'Use neutral language'. 4. Structure and Flow: A guide on how to structure the survey logically, starting with easy questions and ending with open-ended ones. 5. Pre-Launch Checklist: A final checklist to review before sending the survey."
187,Write a literature review.,"Outline the structure of a literature review for an academic paper or thesis. The guide should explain the purpose and content of each section. 1. Introduction: Explain how to introduce the topic, establish its importance, and state the scope of the review. 2. Thematic Body Paragraphs: Explain how to organize the body of the review by common themes or findings in the literature, rather than just summarizing one source after another. 3. Synthesis and Analysis: Emphasize the need to synthesize information, show relationships between different studies, and identify gaps or controversies in the literature. 4. Conclusion: Explain how to summarize the key findings of the review and connect them back to the primary research question of the paper."
188,Create a content calendar.,"Design a template for a monthly content calendar for a brand's blog or social media. The template should be a markdown table structured for strategic planning. The columns must include: 1. Publish Date. 2. Content Title/Topic. 3. Content Format (e.g., Blog Post, Video, Infographic). 4. Content Pillar/Theme: The strategic theme this piece of content supports. 5. Target Keywords: The primary SEO keywords for the piece. 6. Call to Action (CTA): The desired next step for the audience. 7. Status (e.g., Idea, In Progress, Published)."
189,Write a job description.,"Create a template for an inclusive, effective, and appealing job description. The template should be structured to attract a diverse and qualified pool of candidates. 1. Job Title: Clear and standard. 2. The Opportunity: An engaging introductory paragraph that sells the role and the company mission, not just lists tasks. 3. What You'll Do: A bulleted list of the key responsibilities, using action-oriented language. 4. What We're Looking For: A section that clearly separates 'Required Qualifications' from 'Preferred Qualifications' to avoid discouraging potential applicants. Emphasize skills over specific years of experience where possible. 5. Our Commitment: A statement on the company's commitment to diversity, equity, and inclusion."
190,Analyze a company's business model.,"Provide a framework for analyzing a company's business model, based on the structure of the Business Model Canvas. The framework should prompt the user to identify and describe each of the nine building blocks: 1. Customer Segments. 2. Value Propositions. 3. Channels. 4. Customer Relationships. 5. Revenue Streams. 6. Key Activities. 7. Key Resources. 8. Key Partnerships. 9. Cost Structure."
191,Give me a meditation script.,"Write a script for a 10-minute guided meditation. The script must be structured to guide a beginner through a mindfulness practice. 1. The Settling In (2 min): Instructions for finding a comfortable position and bringing gentle awareness to the body. 2. The Anchor (4 min): Guidance on focusing on the natural rhythm of the breath as an anchor for attention. 3. The Wandering Mind (3 min): Instructions on how to handle thoughts and distractions with non-judgmental awareness, gently returning focus to the anchor. 4. The Return (1 min): Gentle guidance for bringing awareness back to the room and ending the practice."
192,Write a video script.,"Create a template for a 5-minute educational YouTube video script. The template should be structured for high audience retention. 1. The Hook (0-30s): A compelling question, surprising fact, or statement of the video's core value promise. 2. The Introduction (30-60s): Briefly introduce yourself and the topic, and set expectations for what the viewer will learn. 3. Main Content (3-4 min): Break the main topic into 3 distinct, clearly signposted points or steps. 4. The Summary (4:00-4:30): A quick recap of the key takeaways. 5. The Call to Action (4:30-5:00): A clear instruction for the viewer (e.g., 'Like and subscribe', 'Check out the link in the description')."
193,Create a project plan.,"Outline a high-level project plan template suitable for any small to medium-sized project. The template should cover the essential planning components. 1. Project Overview: A section for the project's purpose, problem statement, and goals. 2. Scope Statement: A clear definition of what is in-scope and, just as importantly, what is out-of-scope. 3. Key Milestones & Deliverables: A list of the major project phases and the tangible deliverables for each. 4. Timeline: A Gantt chart or table showing the start and end dates for each milestone. 5. Stakeholder List: A list of all key stakeholders and their roles. 6. Risk Assessment: A section to identify 3-5 potential risks and a brief mitigation plan for each."
194,Give me a character arc.,"Outline a framework for developing a compelling character arc over the course of a story. The framework should describe the key stages of transformation. 1. The Lie: What is the core misbelief the character holds about themselves or the world at the beginning of the story? 2. The Inciting Incident: The event that challenges this lie and forces the character onto their journey. 3. The Rising Action: A series of trials where the character's lie is repeatedly tested, and they begin to see its flaws. 4. The Climax/Breaking Point: The moment where the character must confront their lie and choose to either cling to it or embrace a new truth. 5. The Resolution: How the character acts and lives differently now that they have embraced the truth."
195,Write a creative brief.,"Create a template for a creative brief for a marketing or design project. The brief should be a single-page document that provides all necessary information for a creative team. 1. Project Background: Why are we doing this project now? 2. The Objective: What is the single most important thing this project needs to achieve? 3. Target Audience: Who are we talking to? Describe them in detail. 4. The Key Message: What is the one thing we must communicate to the audience? 5. The Tone of Voice: What personality should the creative work have? (e.g., Playful, Authoritative, Empathetic). 6. Mandatories and Constraints: What are the absolute must-haves or must-avoids (e.g., logo usage, specific deadlines)."
196,Explain a software design pattern.,"Choose a common software design pattern (e.g., Singleton, Factory, Observer). Provide a clear and practical explanation for a junior developer. 1. The Problem: Describe a common, recurring problem in software development that this pattern is designed to solve. 2. The Solution (The Pattern): Explain the structure and components of the pattern in simple terms. Use a real-world analogy if possible. 3. A Code Example: Provide a simplified code example in a popular language (like Python or Java) that implements the pattern. 4. When to Use It: A brief section on the typical situations where this pattern is a good choice. 5. Potential Drawbacks: Mention one or two potential downsides or trade-offs of using the pattern."
197,Write a personal mission statement.,"Develop a guided exercise to help an individual write their own personal mission statement. The exercise should be a series of reflective questions. 1. Part 1: Your Core Values: Ask the user to list their top 5 personal values. 2. Part 2: Your Passions & Skills: Ask the user to identify what they are good at and what they love to do. 3. Part 3: Your Impact: Ask the user to describe the positive impact they want to have on their family, community, or the world. 4. Part 4: The Synthesis: Instruct the user to combine their answers from the first three parts into a single, inspiring sentence that will act as their guiding principle."
198,Create a competitive analysis.,Provide a template for conducting a competitive analysis for a business. The template should be a table where the rows are your company and 2-3 key competitors. The columns should be specific points of comparison: 1. Target Audience. 2. Core Product/Service Offering. 3. Pricing Model. 4. Key Strengths. 5. Key Weaknesses. 6. Unique Selling Proposition (USP). The template should conclude with a section for a summary of your company's key strategic advantages and disadvantages based on the analysis.
199,Write a speech introduction.,"Provide a framework with 5 different strategies for opening a speech or presentation in a compelling way. For each strategy, explain the technique and provide a generic example. 1. The Startling Statistic. 2. The Provocative Question. 3. The Short, Relatable Story. 4. The Powerful Quote. 5. The 'Imagine If...' Scenario."
200,Design an experiment.,"Outline the key components of a well-designed scientific experiment. The outline should serve as a checklist for ensuring the experiment is valid and reliable. 1. A Testable Hypothesis: The specific question being tested. 2. The Independent Variable: The one factor that you will intentionally change or manipulate. 3. The Dependent Variable: The factor that you will measure to see the effect of the change. 4. The Control Group: A group that does not receive the experimental treatment, used as a baseline for comparison. 5. Constants: All other factors that must be kept the same for all groups to ensure a fair test."
201,Write a fictional journal entry.,"Write a fictional journal entry from the perspective of a specific character. First, define the character's core personality (e.g., 'optimistic but naive') and the key event that just happened to them. The journal entry must: 1. Have a Clear Voice: The language, tone, and sentence structure must reflect the defined character. 2. Show, Don't Tell: Instead of stating emotions, describe the character's thoughts and physical sensations that reveal those emotions. 3. Reflect on the Event: The entry should not just recount the event but show the character's personal interpretation and feelings about it. 4. Hint at the Future: The entry should contain a hint of the character's hopes, fears, or plans for what comes next."
202,Create a brand style guide.,"Create a template for a one-page brand style guide for a small business. The template should cover the essential visual identity elements. 1. Logo: Show the primary logo and any secondary versions. Include rules for clear space and minimum size. 2. Color Palette: Display the primary and secondary brand colors with their corresponding HEX, RGB, and CMYK values. 3. Typography: Specify the fonts to be used for headlines, subheadings, and body text, including weights and sizes. 4. Photography Style: A section with 2-3 sample images and descriptive words (e.g., 'Warm, natural light, candid') to guide photo selection. 5. Tone of Voice: A list of 3-5 adjectives that describe the brand's personality (e.g., 'Friendly, Professional, Witty')."
203,Write a rejection email.,"Create a template for a respectful and empathetic rejection email to send to job candidates who were not selected for a role. The template should aim to provide a positive candidate experience despite the negative news. 1. A Clear and Direct Subject Line: (e.g., 'Update on your application for the [Job Title] role'). 2. Personalization and Gratitude: Thank the candidate by name for their time and interest. 3. The Decision: Clearly and kindly state that you have decided to move forward with other candidates. Do not use vague language. 4. A Positive Closing: End on a positive note, wishing them well in their job search and, if applicable, encouraging them to apply for future roles."
204,Explain a cognitive bias.,"Choose a common cognitive bias (e.g., Confirmation Bias, Anchoring Bias, Dunning-Kruger Effect). Provide a comprehensive explanation designed to help a person recognize and mitigate it. 1. The Definition: A clear, simple explanation of the bias. 2. The Mechanism: An explanation of the mental shortcut or psychological reason behind the bias. 3. A Vivid Example: A relatable, real-world scenario where the bias commonly appears. 4. The 'Antidote': A list of 2-3 specific strategies or mental models a person can use to counteract the effects of the bias in their own thinking."
205,Write a meeting agenda.,"Create a template for an effective meeting agenda that promotes focus and productivity. The template must include: 1. Meeting Title, Date, Time, Attendees. 2. The Single Most Important Goal: A one-sentence statement of the primary objective for the meeting. 3. Agenda Items as Questions: A list of agenda items framed as questions to be answered (e.g., 'How should we allocate the Q3 budget?'). 4. Time & Owner for Each Item: Each agenda item must have an estimated time allocation and a designated owner responsible for leading that part of the discussion. 5. Preparation Required: A section detailing what attendees need to read or do before the meeting."
206,Give me a world-building prompt for a city.,"Generate a list of 5 detailed prompts for creating a unique city in a fantasy or sci-fi setting. Each prompt should provide a core concept that dictates the city's culture, architecture, and social structure. The prompt must ask the user to describe: 1. The City's Defining Feature: The central concept (e.g., 'A city built on the back of a colossal, sleeping creature'). 2. The Architecture: How the defining feature influences the buildings and layout. 3. The Economy: What the city's primary industry or trade is. 4. The Social Hierarchy: How the society is structured. 5. A Central Conflict: A major source of tension within the city."
207,Write a letter of recommendation.,"Create a template for a strong letter of recommendation for a student or employee. The letter should be structured to be persuasive and credible. 1. Opening: State your name, title, and the capacity in which you know the applicant and for how long. 2. Body Paragraph 1: Discuss 1-2 of the applicant's key strengths or skills, providing a specific, concrete example or anecdote that demonstrates these qualities in action. 3. Body Paragraph 2: Discuss another key strength or a significant accomplishment, ideally with quantifiable results. 4. Closing: Provide an overall summary of why you believe the applicant is a strong candidate and give an explicit, enthusiastic endorsement. 5. Contact Information: Offer to provide more information if needed."
208,Create a crisis communication plan.,"Outline a template for a basic crisis communication plan for a small organization. The template should cover the essential first steps in managing a public relations crisis. 1. Crisis Team Activation: A list of key personnel and their contact information. 2. Initial Assessment: A checklist of questions to answer immediately to understand the situation (e.g., 'What happened?', 'Who is affected?'). 3. Key Stakeholders: A list of all internal and external stakeholders who need to be informed. 4. Holding Statement Template: A pre-written, fill-in-the-blank statement that can be issued immediately to acknowledge the situation while gathering more information. 5. Communication Channels: A list of the primary channels to be used for updates (e.g., company website, social media)."
209,Write a value proposition.,"Provide a framework for developing a clear and compelling value proposition, based on the formula by Geoff Moore. The framework should guide the user to fill in the blanks of the following template: 'For [target customer] who [statement of the need or opportunity], the [product/service name] is a [product category] that [statement of key benefit]. Unlike [primary competitive alternative], our product [statement of primary differentiation].'"
210,Explain a piece of legislation.,"Provide a framework for explaining a significant piece of legislation to the general public. The explanation should be neutral and informative. 1. The Official Name and Date: The proper title of the law and when it was enacted. 2. The Problem It Solves: A description of the societal problem or issue the legislation was designed to address. 3. The Key Provisions: A bulleted list of the 3-5 most important actions or regulations the law puts into effect, explained in simple language. 4. The Intended Impact: An explanation of the changes the law is expected to bring about for individuals, businesses, or government. 5. Supporters and Opponents: A brief, neutral summary of the main arguments made by those who supported and opposed the legislation."
211,Write a team charter.,"Create a template for a team charter to help a new team establish clear expectations and working agreements. The charter should prompt the team to define and agree upon: 1. Team Mission & Goals: The team's overall purpose and 2-3 measurable objectives. 2. Roles & Responsibilities: A list of team members and their primary roles. 3. Communication Guidelines: How the team will communicate (e.g., preferred channels for different topics, expected response times). 4. Decision-Making Process: How the team will make decisions (e.g., consensus, majority vote, leader's call). 5. Conflict Resolution: A simple, agreed-upon process for handling disagreements constructively."
212,Give me a character design prompt.,"Generate a list of 5 detailed character design prompts for a visual artist. Each prompt should provide a rich combination of elements to inspire a unique visual creation. The prompt must include: 1. The Archetype: A classic character role (e.g., 'The grizzled inventor'). 2. The Setting/Genre: The world the character inhabits (e.g., 'Dieselpunk metropolis'). 3. Three Key Adjectives: Words that describe the character's personality (e.g., 'paranoid, brilliant, frail'). 4. A Defining Object: An object that is always with the character and is central to their design."
213,Write a creative manifesto.,"Provide a framework for an artist, writer, or creator to write their own personal or professional manifesto. The framework should be a series of guiding prompts. 1. My Core Belief: What is one truth about your creative field that you hold to be absolute? 2. My 'Why': What is the driving purpose behind your creative work? 3. My Process: What are the non-negotiable principles of how you create? 4. My Rejection: What common practices or beliefs in your field do you actively reject? 5. My Promise: What is the promise your work makes to your audience or to the world?"
214,Analyze a poem.,"Provide a framework for a close reading and analysis of a poem. The framework should guide the user to move from literal observation to thematic interpretation. 1. Initial Reaction & Title: What is your first impression, and what does the title suggest? 2. The Speaker: Who is speaking in the poem? What is their tone? 3. Diction & Connotation: Identify 3-5 key words in the poem and analyze their connotations and deeper meanings. 4. Imagery & Figurative Language: Identify the dominant images and any metaphors, similes, or personification. What effect do they create? 5. Structure & Sound: How does the poem's structure (stanzas, line breaks) and sound (rhyme, rhythm) contribute to its meaning? 6. Thematic Synthesis: Based on all of the above, what is the central theme or message of the poem?"
215,Create an onboarding plan for a new hire.,"Develop a template for a 30-60-90 day onboarding plan for a new employee. The template should be structured to set clear expectations and facilitate integration. 1. First 30 Days (Learning): Focus on company culture, meeting the team, learning systems, and understanding the role's core functions. List specific goals. 2. First 60 Days (Contributing): Focus on taking ownership of initial projects, identifying areas for improvement, and beginning to contribute actively. List specific goals. 3. First 90 Days (Owning): Focus on operating independently, leading a small project or initiative, and setting longer-term performance goals. List specific goals. 4. Check-in Schedule: Include a schedule for regular check-in meetings with the manager."
216,Write a resignation letter.,Create a template for a professional and gracious letter of resignation. The template should be concise and ensure the employee leaves on good terms. 1. The Opening: Clearly state your intention to resign and your last day of employment (providing the standard two weeks' notice). 2. The Appreciation: Express gratitude for the opportunity and mention one or two positive things you enjoyed about the role or the company. 3. The Transition: Offer to help with the transition process to ensure a smooth handover of your responsibilities. 4. The Closing: End with well wishes for the future of the company.
217,Give me a philosophical thought experiment.,"Generate a list of 5 new philosophical thought experiments. Each experiment must be presented as a short, narrative scenario that forces a difficult choice or challenges a common assumption. For each scenario, it must be followed by a key question that gets to the heart of the philosophical dilemma (e.g., related to ethics, identity, or consciousness)."
218,Write a white paper.,"Outline the standard structure for a business-to-business (B2B) white paper. The outline should guide the user in creating an authoritative, persuasive document. 1. Title: Must be professional and benefit-oriented. 2. Abstract/Executive Summary: A brief overview of the problem and solution. 3. Introduction: A section that defines a common industry problem and explains why it is a critical issue for the target reader. 4. The Body: A detailed, well-researched exploration of the problem and its causes. This section should be educational, not a sales pitch. 5. The Solution: A section that presents a new, better approach or solution to the problem in a generic sense. 6. The Product/Service Tie-in: A final section that explains how your specific company's product or service implements the proposed solution. 7. Conclusion: A summary of the key arguments."
219,Create a risk management plan.,"Provide a template for a simple risk management plan for a project. The template should be a table with the following columns to help a project manager identify and prepare for potential issues: 1. Risk Description: A clear and concise statement of the potential risk. 2. Likelihood: An assessment of the probability of the risk occurring (e.g., High, Medium, Low). 3. Impact: An assessment of the potential negative impact on the project if the risk occurs (e.g., High, Medium, Low). 4. Risk Score: A calculated score (e.g., Likelihood x Impact) to help prioritize risks. 5. Mitigation Strategy: A proactive plan to reduce the likelihood or impact of the risk. 6. Contingency Plan: A reactive plan for what to do if the risk occurs."
220,Write a sponsorship proposal.,"Create a template for a sponsorship proposal for an event or project. The template should be structured to be persuasive and professional. 1. Introduction: Introduce your organization and the event/project. 2. The Opportunity: Describe the event/project in detail, focusing on the target audience and expected reach. 3. Sponsorship Tiers: A section detailing different sponsorship levels (e.g., Gold, Silver, Bronze) with the corresponding cost and a clear, bulleted list of the benefits for each tier (e.g., logo placement, speaking opportunities). 4. About Our Audience: A detailed demographic and psychographic profile of the people the sponsor will be reaching. 5. Call to Action: A clear statement on the next steps to become a sponsor."
221,Give me a design thinking exercise.,"Outline a design thinking exercise to help a team generate innovative solutions to a problem. The exercise should follow the core phases of design thinking. 1. Phase 1: Empathize: Instruct the team to create a persona for the user they are solving for. 2. Phase 2: Define: Instruct the team to reframe the problem as a 'How Might We...' question from the user's perspective. 3. Phase 3: Ideate: Guide the team through a rapid idea generation technique (like 'Crazy Eights') to brainstorm a wide range of solutions. 4. Phase 4: Prototype: Instruct the team to create a low-fidelity prototype (e.g., a paper sketch, a simple storyboard) of one promising idea. 5. Phase 5: Test: Instruct the team on how to get feedback on their prototype from a potential user."
222,Write a script for a guided tour.,"Provide a framework for writing a script for a 30-minute guided tour of a specific location (e.g., a museum, a historical site, a factory). 1. The Grand Welcome: A charismatic opening that welcomes the group and introduces the theme of the tour. 2. Stop 1: The Foundation: The first stop should provide the most critical context and background information. 3. Stops 2-4: The Core Narrative: Each subsequent stop should build on the last, telling a story and focusing on one key object or area. Each stop's script should contain a key fact, an interesting anecdote, and a transition to the next stop. 4. The Grand Finale: The final stop should be visually or thematically powerful and summarize the tour's main message. 5. The Q&A and Farewell: A section for questions and a warm closing."
